# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleBridge.update.option.ms,1757015836364000000,1757015896391000000,0
jps.global.get.library.ms,1757015836364000000,1757015896391000000,0
workspaceModel.load.cache.from.file.ms,1757015836364000000,1757015896391000000,0
jps.load.initial.state.ms,1757015836364000000,1757015896391000000,0
workspaceModel.do.save.caches.ms,1757015836364000000,1757015896391000000,0
jps.library.entities.serializer.save.entities.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1757015836364000000,1757015896391000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1757015836364000000,1757015896391000000,0
workspaceModel.load.cache.metadata.from.file.ms,1757015836364000000,1757015896391000000,0
jps.global.get.libraries.ms,1757015836364000000,1757015896391000000,0
workspaceModel.global.apply.state.to.project.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1757015836364000000,1757015896391000000,0
jps.library.entities.serializer.load.entities.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.entities.ms,1757015836364000000,1757015896391000000,0
jps.global.handle.changed.events.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1757015836364000000,1757015896391000000,0
workspaceModel.sync.entities.ms,1757015836364000000,1757015896391000000,0
jps.reload.project.entities.ms,1757015836364000000,1757015896391000000,0
jps.app.storage.content.reader.load.component.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.instances.count,1757015836364000000,1757015896391000000,0
jps.artifact.entities.serializer.load.entities.ms,1757015836364000000,1757015896391000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1757015836364000000,1757015896391000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1757015836364000000,1757015896391000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1757015836364000000,1757015896391000000,0
workspaceModel.save.cache.to.file.ms,1757015836364000000,1757015896391000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1757015836364000000,1757015896391000000,0
jps.modifiable.module.model.bridge.new.module.ms,1757015836364000000,1757015896391000000,0
jps.project.serializers.load.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1757015836364000000,1757015896391000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1757015836364000000,1757015896391000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1757015836364000000,1757015896391000000,0
jps.modifiable.module.model.bridge.load.module.ms,1757015836364000000,1757015896391000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1757015836364000000,1757015896391000000,0
jps.modifiable.module.model.bridge.disposing.ms,1757015836364000000,1757015896391000000,0
cacheStateStorage.get.counter,1757015836364000000,1757015896391000000,0
cacheStateStorage.set.counter,1757015836364000000,1757015896391000000,0
cacheStateStorage.get.duration,1757015836364000000,1757015896391000000,0
cacheStateStorage.set.duration,1757015836364000000,1757015896391000000,0
writeAction.wait.ms,1757015836364000000,1757015896391000000,1
DiskQueryRelay.taskWaitingTotalTimeUs,1757015836364000000,1757015896391000000,0
writeAction.median.wait.ms,1757015836364000000,1757015896391000000,42500
DiskQueryRelay.tasksExecuted,1757015836364000000,1757015896391000000,0
writeAction.count,1757015836364000000,1757015896391000000,1
DiskQueryRelay.tasksRequested,1757015836364000000,1757015896391000000,0
writeAction.max.wait.ms,1757015836364000000,1757015896391000000,21997
DiskQueryRelay.taskExecutionTotalTimeUs,1757015836364000000,1757015896391000000,0
workspaceModel.cachedValue.total.get.count,1757015896391000000,1757015956389000000,0
workspaceModel.loading.total.ms,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.instances.count,1757015896391000000,1757015956389000000,0
workspaceModel.on.changed.ms,1757015896391000000,1757015956389000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1757015896391000000,1757015956389000000,0
workspaceModel.full.replace.project.model.ms,1757015896391000000,1757015956389000000,0
workspaceModel.updates.count,1757015896391000000,1757015956389000000,0
workspaceModel.update.unloaded.entities.ms,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1757015896391000000,1757015956389000000,0
workspaceModel.updates.precise.ms,1757015896391000000,1757015956389000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1757015896391000000,1757015956389000000,0
workspaceModel.cachedValue.from.cache.count,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1757015896391000000,1757015956389000000,0
workspaceModel.loading.from.cache.ms,1757015896391000000,1757015956389000000,0
workspaceModel.replace.project.model.ms,1757015896391000000,1757015956389000000,0
workspaceModel.collect.changes.ms,1757015896391000000,1757015956389000000,0
workspaceModel.cachedValue.clear.count,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1757015896391000000,1757015956389000000,0
workspaceModel.check.recursive.update.ms,1757015896391000000,1757015956389000000,0
workspaceModel.to.snapshot.ms,1757015896391000000,1757015956389000000,0
workspaceModel.on.before.changed.ms,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.init.ms,1757015896391000000,1757015956389000000,0
workspaceModel.cachedValueWithParameters.clear.count,1757015896391000000,1757015956389000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1757015896391000000,1757015956389000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1757015896391000000,1757015956389000000,0
workspaceModel.init.bridges.ms,1757015896391000000,1757015956389000000,0
workspaceModel.initializing.ms,1757015896391000000,1757015956389000000,0
workspaceModel.cachedValue.calculated.count,1757015896391000000,1757015956389000000,0
workspaceModel.pre.handlers.ms,1757015896391000000,1757015956389000000,0
workspaceModel.updates.ms,1757015896391000000,1757015956389000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1757015896391000000,1757015956389000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1757015896391000000,1757015956389000000,0
Indexes.stubs.lookups,1757015896391000000,1757015956389000000,0
Indexes.stubs.lookupDurationMaxMs,1757015896391000000,1757015956389000000,0.0
Indexes.entries.lookupDurationMaxMs,1757015896391000000,1757015956389000000,0.0
Indexes.stubs.lookupDurationAvgMs,1757015896391000000,1757015956389000000,0.0
Indexes.entries.lookups,1757015896391000000,1757015956389000000,0
Indexes.allKeys.lookupDurationAvgMs,1757015896391000000,1757015956389000000,0.0
Indexing.cache.totalCacheMisses,1757015896391000000,1757015956389000000,0
Indexing.writesQueuedMax,1757015896391000000,1757015956389000000,0
Indexes.entries.lookupDuration90PMs,1757015896391000000,1757015956389000000,0.0
Indexing.writesQueuedMin,1757015896391000000,1757015956389000000,9223372036854775807
Indexing.writer_2.totalTimeSpentWritingMs,1757015896391000000,1757015956389000000,0
Indexes.entries.lookupDurationAvgMs,1757015896391000000,1757015956389000000,0.0
Indexing.cache.totalCacheAccesses,1757015896391000000,1757015956389000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1757015896391000000,1757015956389000000,0
Indexing.totalTimeIndexersSleptMs,1757015896391000000,1757015956389000000,0
Indexes.allKeys.lookupDurationMaxMs,1757015896391000000,1757015956389000000,0.0
Indexes.stubs.lookupDuration90PMs,1757015896391000000,1757015956389000000,0.0
Indexes.allKeys.lookupDuration90PMs,1757015896391000000,1757015956389000000,0.0
Indexes.allKeys.lookups,1757015896391000000,1757015956389000000,0
Indexing.cache.totalCacheEvicted,1757015896391000000,1757015956389000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1757015896391000000,1757015956389000000,0
NonBlockingReadAction.failedExecutionsCount,1757015896391000000,1757015956389000000,0
AWTEventQueue.dispatchTimeTotalNS,1757015896391000000,1757015956389000000,267271875
FlushQueue.waitingTimeMaxNs,1757015896391000000,1757015956389000000,0
AWTEventQueue.dispatchTime90PNs,1757015896391000000,1757015956389000000,0
FlushQueue.queueSizeMax,1757015896391000000,1757015956389000000,0
WriteAction.executionsCount,1757015896391000000,1757015956389000000,0
NonBlockingReadAction.failedExecutionTimeUs,1757015896391000000,1757015956389000000,0
FlushQueue.queueSize90P,1757015896391000000,1757015956389000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757015896391000000,1757015956389000000,0
NonBlockingReadAction.finalizedExecutionsCount,1757015896391000000,1757015956389000000,0
FlushQueue.queueSizeAvg,1757015896391000000,1757015956389000000,0.0
AWTEventQueue.eventsDispatched,1757015896391000000,1757015956389000000,0
FlushQueue.executionTime90PNs,1757015896391000000,1757015956389000000,0
FlushQueue.waitingTime90PNs,1757015896391000000,1757015956389000000,0
AWTEventQueue.dispatchTimeAvgNs,1757015896391000000,1757015956389000000,0.0
FlushQueue.executionTimeMaxNs,1757015896391000000,1757015956389000000,0
FlushQueue.executionTimeAvgNs,1757015896391000000,1757015956389000000,0.0
FlushQueue.waitingTimeAvgNs,1757015896391000000,1757015956389000000,0.0
FlushQueue.tasksExecuted,1757015896391000000,1757015956389000000,0
AWTEventQueue.dispatchTimeMaxNs,1757015896391000000,1757015956389000000,0
ReadAction.executionsCount,1757015896391000000,1757015956389000000,0
FilePageCache.pageFastCacheHits,1757015896391000000,1757015956389000000,0
StreamlinedBlobStorage.recordsRelocated,1757015896391000000,1757015956389000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1757015896391000000,1757015956389000000,0
StreamlinedBlobStorage.recordsDeleted,1757015896391000000,1757015956389000000,0
MappedFileStorage.storages,1757015896391000000,1757015956389000000,12
MappedFileStorage.totalPagesMapped,1757015896391000000,1757015956389000000,12
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1757015896391000000,1757015956389000000,179306496
FileChannelInterruptsRetryer.totalRetriedAttempts,1757015896391000000,1757015956389000000,0
StreamlinedBlobStorage.recordsAllocated,1757015896391000000,1757015956389000000,0
FilePageCache.uncachedFileAccess,1757015896391000000,1757015956389000000,0
FilePageCache.maxCacheSizeInBytes,1757015896391000000,1757015956389000000,179306496
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1757015896391000000,1757015956389000000,0
FilePageCache.maxRegisteredFiles,1757015896391000000,1757015956389000000,465
FilePageCache.totalPageDisposalsUs,1757015896391000000,1757015956389000000,0
MappedFileStorage.totalBytesMapped,1757015896391000000,1757015956389000000,185860096
DirectByteBufferAllocator.hits,1757015896391000000,1757015956389000000,0
DirectByteBufferAllocator.reclaimed,1757015896391000000,1757015956389000000,0
DirectByteBufferAllocator.misses,1757015896391000000,1757015956389000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1757015896391000000,1757015956389000000,0
StorageLockContext.competingThreads.90P,1757015896391000000,1757015956389000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1757015896391000000,1757015956389000000,10714661
FilePageCache.capacityInBytes,1757015896391000000,1757015956389000000,629145600
StorageLockContext.competingThreads.max,1757015896391000000,1757015956389000000,0
FilePageCache.pageLoads,1757015896391000000,1757015956389000000,0
FilePageCache.disposedBuffers,1757015896391000000,1757015956389000000,0
StorageLockContext.competingThreads.avg,1757015896391000000,1757015956389000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757015896391000000,1757015956389000000,9437184
DirectByteBufferAllocator.disposed,1757015896391000000,1757015956389000000,0
FilePageCache.pageHits,1757015896391000000,1757015956389000000,0
FilePageCache.totalPageLoadsUs,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsReadSize,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsUncompressedSize,1757015896391000000,1757015956389000000,0
VFS.folderCaseSensitivityReads,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsRead,1757015896391000000,1757015956389000000,0
FileNameCache.totalMisses,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsStoredCompressed,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsDeduplicated,1757015896391000000,1757015956389000000,0
VFS.fileByIdCache.misses,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsStored,1757015896391000000,1757015956389000000,0
FileNameCache.queries,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsReadDecompressed,1757015896391000000,1757015956389000000,0
VFS.fileChildByName,1757015896391000000,1757015956389000000,0
VFS.contentStorage.recordsStoredSize,1757015896391000000,1757015956389000000,0
VFS.fileByIdCache.hits,1757015896391000000,1757015956389000000,0
VFS.invertedFileNameIndex.requests,1757015896391000000,1757015956389000000,0
JVM.maxThreadCount,1757015896391000000,1757015956389000000,133
JVM.totalTimeAtSafepointsMs,1757015896391000000,1757015956389000000,3
JVM.totalBytesAllocated,1757015896391000000,1757015956389000000,11376744
JVM.usedHeapBytes,1757015896391000000,1757015956389000000,796374872
JVM.totalDirectByteBuffersBytes,1757015896391000000,1757015956389000000,180314913
JVM.GC.collections,1757015896391000000,1757015956389000000,0
JVM.threadCount,1757015896391000000,1757015956389000000,53
MEM.ramMinusFileMappingsBytes,1757015896391000000,1757015956389000000,1588965376
JVM.totalCpuTimeMs,1757015896391000000,1757015956389000000,2900
JVM.totalSafepointCount,1757015896391000000,1757015956389000000,17
JVM.committedHeapBytes,1757015896391000000,1757015956389000000,2004877312
JVM.newThreadsCount,1757015896391000000,1757015956389000000,0
JVM.maxHeapBytes,1757015896391000000,1757015956389000000,2877292544
MEM.ramBytes,1757015896391000000,1757015956389000000,1738375168
MEM.fileMappingsRamBytes,1757015896391000000,1757015956389000000,149409792
